"ID";"RegioS";"Eigendom";"Perioden";"GemiddeldeWOZWaardeVanWoningen_1"
"5370";"GM0415";"A047048";"2019JJ00";"       ."
"5371";"GM0415";"A047048";"2020JJ00";"     471"
"5372";"GM0415";"A047048";"2021JJ00";"     491"
"5373";"GM0415";"A047048";"2022JJ00";"     505"
"5374";"GM0415";"A047048";"2023JJ00";"     609"
"5375";"GM0415";"A047048";"2024JJ00";"       ."
"5376";"GM0416";"T001132";"2019JJ00";"     271"
"5377";"GM0416";"T001132";"2020JJ00";"     293"
"5378";"GM0416";"T001132";"2021JJ00";"     311"
"5379";"GM0416";"T001132";"2022JJ00";""
"5380";"GM0416";"T001132";"2023JJ00";""
"5381";"GM0416";"T001132";"2024JJ00";""
"5382";"GM0416";"1014800";"2019JJ00";"     305"
"5383";"GM0416";"1014800";"2020JJ00";"     329"
"5384";"GM0416";"1014800";"2021JJ00";"     349"
"5385";"GM0416";"1014800";"2022JJ00";""
"5386";"GM0416";"1014800";"2023JJ00";""
"5387";"GM0416";"1014800";"2024JJ00";""
"5388";"GM0416";"A047047";"2019JJ00";"     165"
"5389";"GM0416";"A047047";"2020JJ00";"     184"
"5390";"GM0416";"A047047";"2021JJ00";"     195"
"5391";"GM0416";"A047047";"2022JJ00";""
"5392";"GM0416";"A047047";"2023JJ00";""
"5393";"GM0416";"A047047";"2024JJ00";""
"5394";"GM0416";"A047048";"2019JJ00";"     196"
"5395";"GM0416";"A047048";"2020JJ00";"     215"
"5396";"GM0416";"A047048";"2021JJ00";"     224"
"5397";"GM0416";"A047048";"2022JJ00";""
"5398";"GM0416";"A047048";"2023JJ00";""
"5399";"GM0416";"A047048";"2024JJ00";""
"5400";"GM1621";"T001132";"2019JJ00";"     326"
"5401";"GM1621";"T001132";"2020JJ00";"     355"
"5402";"GM1621";"T001132";"2021JJ00";"     380"
"5403";"GM1621";"T001132";"2022JJ00";"     409"
"5404";"GM1621";"T001132";"2023JJ00";"     479"
"5405";"GM1621";"T001132";"2024JJ00";"     497"
"5406";"GM1621";"1014800";"2019JJ00";"     360"
"5407";"GM1621";"1014800";"2020JJ00";"     393"
"5408";"GM1621";"1014800";"2021JJ00";"     420"
"5409";"GM1621";"1014800";"2022JJ00";"     453"
"5410";"GM1621";"1014800";"2023JJ00";"     529"
"5411";"GM1621";"1014800";"2024JJ00";"       ."
"5412";"GM1621";"A047047";"2019JJ00";"     193"
"5413";"GM1621";"A047047";"2020JJ00";"     215"
"5414";"GM1621";"A047047";"2021JJ00";"     232"
"5415";"GM1621";"A047047";"2022JJ00";"     253"
"5416";"GM1621";"A047047";"2023JJ00";"     297"
"5417";"GM1621";"A047047";"2024JJ00";"       ."
"5418";"GM1621";"A047048";"2019JJ00";"     324"
"5419";"GM1621";"A047048";"2020JJ00";"     335"
"5420";"GM1621";"A047048";"2021JJ00";"     360"
"5421";"GM1621";"A047048";"2022JJ00";"     373"
"5422";"GM1621";"A047048";"2023JJ00";"     431"
"5423";"GM1621";"A047048";"2024JJ00";"       ."
"5424";"GM0417";"T001132";"2019JJ00";"     610"
"5425";"GM0417";"T001132";"2020JJ00";"     660"
"5426";"GM0417";"T001132";"2021JJ00";"     711"
"5427";"GM0417";"T001132";"2022JJ00";"     781"
"5428";"GM0417";"T001132";"2023JJ00";"     893"
"5429";"GM0417";"T001132";"2024JJ00";"     888"
"5430";"GM0417";"1014800";"2019JJ00";"     725"
"5431";"GM0417";"1014800";"2020JJ00";"     783"
"5432";"GM0417";"1014800";"2021JJ00";"     847"
"5433";"GM0417";"1014800";"2022JJ00";"     928"
"5434";"GM0417";"1014800";"2023JJ00";"    1058"
"5435";"GM0417";"1014800";"2024JJ00";"       ."
"5436";"GM0417";"A047047";"2019JJ00";"     270"
"5437";"GM0417";"A047047";"2020JJ00";"     312"
"5438";"GM0417";"A047047";"2021JJ00";"     334"
"5439";"GM0417";"A047047";"2022JJ00";"     385"
"5440";"GM0417";"A047047";"2023JJ00";"     444"
"5441";"GM0417";"A047047";"2024JJ00";"       ."
"5442";"GM0417";"A047048";"2019JJ00";"     419"
"5443";"GM0417";"A047048";"2020JJ00";"     489"
"5444";"GM0417";"A047048";"2021JJ00";"     526"
"5445";"GM0417";"A047048";"2022JJ00";"     552"
"5446";"GM0417";"A047048";"2023JJ00";"     650"
"5447";"GM0417";"A047048";"2024JJ00";"       ."
"5448";"GM0080";"T001132";"2019JJ00";"     156"
"5449";"GM0080";"T001132";"2020JJ00";"     167"
"5450";"GM0080";"T001132";"2021JJ00";"     183"
"5451";"GM0080";"T001132";"2022JJ00";"     204"
"5452";"GM0080";"T001132";"2023JJ00";"     234"
"5453";"GM0080";"T001132";"2024JJ00";"     249"
"5454";"GM0080";"1014800";"2019JJ00";"     203"
"5455";"GM0080";"1014800";"2020JJ00";"     220"
"5456";"GM0080";"1014800";"2021JJ00";"     241"
"5457";"GM0080";"1014800";"2022JJ00";"     268"
"5458";"GM0080";"1014800";"2023JJ00";"     303"
"5459";"GM0080";"1014800";"2024JJ00";"       ."
"5460";"GM0080";"A047047";"2019JJ00";"      95"
"5461";"GM0080";"A047047";"2020JJ00";"     103"
"5462";"GM0080";"A047047";"2021JJ00";"     116"
"5463";"GM0080";"A047047";"2022JJ00";"     129"
"5464";"GM0080";"A047047";"2023JJ00";"     156"
"5465";"GM0080";"A047047";"2024JJ00";"       ."
"5466";"GM0080";"A047048";"2019JJ00";"     120"
"5467";"GM0080";"A047048";"2020JJ00";"     124"
"5468";"GM0080";"A047048";"2021JJ00";"     134"
"5469";"GM0080";"A047048";"2022JJ00";"     149"
"5470";"GM0080";"A047048";"2023JJ00";"     169"
"5471";"GM0080";"A047048";"2024JJ00";"       ."
"5472";"GM0546";"T001132";"2019JJ00";"     264"
"5473";"GM0546";"T001132";"2020JJ00";"     292"
"5474";"GM0546";"T001132";"2021JJ00";"     313"
"5475";"GM0546";"T001132";"2022JJ00";"     344"
"5476";"GM0546";"T001132";"2023JJ00";"     390"
"5477";"GM0546";"T001132";"2024JJ00";"     394"
"5478";"GM0546";"1014800";"2019JJ00";"     351"
"5479";"GM0546";"1014800";"2020JJ00";"     386"
"5480";"GM0546";"1014800";"2021JJ00";"     413"
"5481";"GM0546";"1014800";"2022JJ00";"     454"
"5482";"GM0546";"1014800";"2023JJ00";"     515"
"5483";"GM0546";"1014800";"2024JJ00";"       ."
"5484";"GM0546";"A047047";"2019JJ00";"     180"
"5485";"GM0546";"A047047";"2020JJ00";"     206"
"5486";"GM0546";"A047047";"2021JJ00";"     223"
"5487";"GM0546";"A047047";"2022JJ00";"     250"
"5488";"GM0546";"A047047";"2023JJ00";"     281"
"5489";"GM0546";"A047047";"2024JJ00";"       ."
"5490";"GM0546";"A047048";"2019JJ00";"     218"
"5491";"GM0546";"A047048";"2020JJ00";"     240"
"5492";"GM0546";"A047048";"2021JJ00";"     261"
"5493";"GM0546";"A047048";"2022JJ00";"     286"
"5494";"GM0546";"A047048";"2023JJ00";"     326"
"5495";"GM0546";"A047048";"2024JJ00";"       ."
"5496";"GM0547";"T001132";"2019JJ00";"     281"
"5497";"GM0547";"T001132";"2020JJ00";"     305"
"5498";"GM0547";"T001132";"2021JJ00";"     334"
"5499";"GM0547";"T001132";"2022JJ00";"     361"
"5500";"GM0547";"T001132";"2023JJ00";"     413"
"5501";"GM0547";"T001132";"2024JJ00";"     423"
"5502";"GM0547";"1014800";"2019JJ00";"     323"
"5503";"GM0547";"1014800";"2020JJ00";"     349"
"5504";"GM0547";"1014800";"2021JJ00";"     381"
"5505";"GM0547";"1014800";"2022JJ00";"     414"
"5506";"GM0547";"1014800";"2023JJ00";"     479"
"5507";"GM0547";"1014800";"2024JJ00";"       ."
"5508";"GM0547";"A047047";"2019JJ00";"     192"
"5509";"GM0547";"A047047";"2020JJ00";"     209"
"5510";"GM0547";"A047047";"2021JJ00";"     234"
"5511";"GM0547";"A047047";"2022JJ00";"     253"
"5512";"GM0547";"A047047";"2023JJ00";"     289"
"5513";"GM0547";"A047047";"2024JJ00";"       ."
"5514";"GM0547";"A047048";"2019JJ00";"     232"
"5515";"GM0547";"A047048";"2020JJ00";"     255"
"5516";"GM0547";"A047048";"2021JJ00";"     275"
"5517";"GM0547";"A047048";"2022JJ00";"     291"
"5518";"GM0547";"A047048";"2023JJ00";"     312"
"5519";"GM0547";"A047048";"2024JJ00";"       ."
"5520";"GM1916";"T001132";"2019JJ00";"     272"
"5521";"GM1916";"T001132";"2020JJ00";"     291"
"5522";"GM1916";"T001132";"2021JJ00";"     315"
"5523";"GM1916";"T001132";"2022JJ00";"     339"
"5524";"GM1916";"T001132";"2023JJ00";"     380"
"5525";"GM1916";"T001132";"2024JJ00";"     389"
"5526";"GM1916";"1014800";"2019JJ00";"     338"
"5527";"GM1916";"1014800";"2020JJ00";"     361"
"5528";"GM1916";"1014800";"2021JJ00";"     392"
"5529";"GM1916";"1014800";"2022JJ00";"     422"
"5530";"GM1916";"1014800";"2023JJ00";"     466"
"5531";"GM1916";"1014800";"2024JJ00";"       ."
"5532";"GM1916";"A047047";"2019JJ00";"     161"
"5533";"GM1916";"A047047";"2020JJ00";"     173"
"5534";"GM1916";"A047047";"2021JJ00";"     183"
"5535";"GM1916";"A047047";"2022JJ00";"     196"
"5536";"GM1916";"A047047";"2023JJ00";"     235"
"5537";"GM1916";"A047047";"2024JJ00";"       ."
"5538";"GM1916";"A047048";"2019JJ00";"     212"
"5539";"GM1916";"A047048";"2020JJ00";"     228"
"5540";"GM1916";"A047048";"2021JJ00";"     250"
"5541";"GM1916";"A047048";"2022JJ00";"     272"
"5542";"GM1916";"A047048";"2023JJ00";"     300"
"5543";"GM1916";"A047048";"2024JJ00";"       ."
"5544";"GM0995";"T001132";"2019JJ00";"     190"
"5545";"GM0995";"T001132";"2020JJ00";"     211"
"5546";"GM0995";"T001132";"2021JJ00";"     228"
"5547";"GM0995";"T001132";"2022JJ00";"     259"
"5548";"GM0995";"T001132";"2023JJ00";"     326"
"5549";"GM0995";"T001132";"2024JJ00";"     342"
"5550";"GM0995";"1014800";"2019JJ00";"     220"
"5551";"GM0995";"1014800";"2020JJ00";"     246"
"5552";"GM0995";"1014800";"2021JJ00";"     266"
"5553";"GM0995";"1014800";"2022JJ00";"     308"
"5554";"GM0995";"1014800";"2023JJ00";"     382"
"5555";"GM0995";"1014800";"2024JJ00";"       ."
"5556";"GM0995";"A047047";"2019JJ00";"     125"
"5557";"GM0995";"A047047";"2020JJ00";"     141"
"5558";"GM0995";"A047047";"2021JJ00";"     152"
"5559";"GM0995";"A047047";"2022JJ00";"     166"
"5560";"GM0995";"A047047";"2023JJ00";"     223"
"5561";"GM0995";"A047047";"2024JJ00";"       ."
"5562";"GM0995";"A047048";"2019JJ00";"     171"
"5563";"GM0995";"A047048";"2020JJ00";"     183"
"5564";"GM0995";"A047048";"2021JJ00";"     201"
"5565";"GM0995";"A047048";"2022JJ00";"     221"
"5566";"GM0995";"A047048";"2023JJ00";"     276"
"5567";"GM0995";"A047048";"2024JJ00";"       ."
"5568";"GM1640";"T001132";"2019JJ00";"     239"
"5569";"GM1640";"T001132";"2020JJ00";"     250"
"5570";"GM1640";"T001132";"2021JJ00";"     264"
"5571";"GM1640";"T001132";"2022JJ00";"     281"
"5572";"GM1640";"T001132";"2023JJ00";"     334"
"5573";"GM1640";"T001132";"2024JJ00";"     338"
"5574";"GM1640";"1014800";"2019JJ00";"     258"
"5575";"GM1640";"1014800";"2020JJ00";"     273"
"5576";"GM1640";"1014800";"2021JJ00";"     289"
"5577";"GM1640";"1014800";"2022JJ00";"     307"
"5578";"GM1640";"1014800";"2023JJ00";"     366"
"5579";"GM1640";"1014800";"2024JJ00";"       ."
"5580";"GM1640";"A047047";"2019JJ00";"     133"
"5581";"GM1640";"A047047";"2020JJ00";"     137"
"5582";"GM1640";"A047047";"2021JJ00";"     139"
"5583";"GM1640";"A047047";"2022JJ00";"     154"
"5584";"GM1640";"A047047";"2023JJ00";"     186"
"5585";"GM1640";"A047047";"2024JJ00";"       ."
"5586";"GM1640";"A047048";"2019JJ00";"     216"
"5587";"GM1640";"A047048";"2020JJ00";"     209"
"5588";"GM1640";"A047048";"2021JJ00";"     217"
"5589";"GM1640";"A047048";"2022JJ00";"     235"
"5590";"GM1640";"A047048";"2023JJ00";"     271"
"5591";"GM1640";"A047048";"2024JJ00";"       ."
"5592";"GM0327";"T001132";"2019JJ00";"     321"
"5593";"GM0327";"T001132";"2020JJ00";"     341"
"5594";"GM0327";"T001132";"2021JJ00";"     360"
"5595";"GM0327";"T001132";"2022JJ00";"     391"
"5596";"GM0327";"T001132";"2023JJ00";"     448"
"5597";"GM0327";"T001132";"2024JJ00";"     459"
"5598";"GM0327";"1014800";"2019JJ00";"     358"
"5599";"GM0327";"1014800";"2020JJ00";"     382"
"5600";"GM0327";"1014800";"2021JJ00";"     403"
"5601";"GM0327";"1014800";"2022JJ00";"     437"
"5602";"GM0327";"1014800";"2023JJ00";"     502"
"5603";"GM0327";"1014800";"2024JJ00";"       ."
"5604";"GM0327";"A047047";"2019JJ00";"     207"
"5605";"GM0327";"A047047";"2020JJ00";"     218"
"5606";"GM0327";"A047047";"2021JJ00";"     234"
"5607";"GM0327";"A047047";"2022JJ00";"     257"
"5608";"GM0327";"A047047";"2023JJ00";"     298"
"5609";"GM0327";"A047047";"2024JJ00";"       ."
"5610";"GM0327";"A047048";"2019JJ00";"     288"
"5611";"GM0327";"A047048";"2020JJ00";"     299"
"5612";"GM0327";"A047048";"2021JJ00";"     309"
"5613";"GM0327";"A047048";"2022JJ00";"     327"
"5614";"GM0327";"A047048";"2023JJ00";"     368"
"5615";"GM0327";"A047048";"2024JJ00";"       ."
"5616";"GM1705";"T001132";"2019JJ00";"     255"
"5617";"GM1705";"T001132";"2020JJ00";"     273"
"5618";"GM1705";"T001132";"2021JJ00";"     293"
"5619";"GM1705";"T001132";"2022JJ00";"     326"
"5620";"GM1705";"T001132";"2023JJ00";"     372"
"5621";"GM1705";"T001132";"2024JJ00";"     395"
"5622";"GM1705";"1014800";"2019JJ00";"     288"
"5623";"GM1705";"1014800";"2020JJ00";"     308"
"5624";"GM1705";"1014800";"2021JJ00";"     331"
"5625";"GM1705";"1014800";"2022JJ00";"     366"
"5626";"GM1705";"1014800";"2023JJ00";"     420"
"5627";"GM1705";"1014800";"2024JJ00";"       ."
"5628";"GM1705";"A047047";"2019JJ00";"     152"
"5629";"GM1705";"A047047";"2020JJ00";"     162"
"5630";"GM1705";"A047047";"2021JJ00";"     174"
"5631";"GM1705";"A047047";"2022JJ00";"     199"
"5632";"GM1705";"A047047";"2023JJ00";"     226"
"5633";"GM1705";"A047047";"2024JJ00";"       ."
"5634";"GM1705";"A047048";"2019JJ00";"     206"
"5635";"GM1705";"A047048";"2020JJ00";"     229"
"5636";"GM1705";"A047048";"2021JJ00";"     240"
"5637";"GM1705";"A047048";"2022JJ00";"     260"
"5638";"GM1705";"A047048";"2023JJ00";"     289"
"5639";"GM1705";"A047048";"2024JJ00";"       ."
"5640";"GM0553";"T001132";"2019JJ00";"     277"
"5641";"GM0553";"T001132";"2020JJ00";"     303"
"5642";"GM0553";"T001132";"2021JJ00";"     324"
"5643";"GM0553";"T001132";"2022JJ00";"     357"
"5644";"GM0553";"T001132";"2023JJ00";"     405"
"5645";"GM0553";"T001132";"2024JJ00";"     408"
"5646";"GM0553";"1014800";"2019JJ00";"     325"
"5647";"GM0553";"1014800";"2020JJ00";"     357"
"5648";"GM0553";"1014800";"2021JJ00";"     381"
"5649";"GM0553";"1014800";"2022JJ00";"     416"
"5650";"GM0553";"1014800";"2023JJ00";"     471"
"5651";"GM0553";"1014800";"2024JJ00";"       ."
"5652";"GM0553";"A047047";"2019JJ00";"     191"
"5653";"GM0553";"A047047";"2020JJ00";"     209"
"5654";"GM0553";"A047047";"2021JJ00";"     228"
"5655";"GM0553";"A047047";"2022JJ00";"     257"
"5656";"GM0553";"A047047";"2023JJ00";"     294"
"5657";"GM0553";"A047047";"2024JJ00";"       ."
"5658";"GM0553";"A047048";"2019JJ00";"     187"
"5659";"GM0553";"A047048";"2020JJ00";"     212"
"5660";"GM0553";"A047048";"2021JJ00";"     216"
"5661";"GM0553";"A047048";"2022JJ00";"     236"
"5662";"GM0553";"A047048";"2023JJ00";"     261"
"5663";"GM0553";"A047048";"2024JJ00";"       ."
"5664";"GM0262";"T001132";"2019JJ00";"     307"
"5665";"GM0262";"T001132";"2020JJ00";"     328"
"5666";"GM0262";"T001132";"2021JJ00";"     342"
"5667";"GM0262";"T001132";"2022JJ00";"     372"
"5668";"GM0262";"T001132";"2023JJ00";"     457"
"5669";"GM0262";"T001132";"2024JJ00";"     465"
"5670";"GM0262";"1014800";"2019JJ00";"     355"
"5671";"GM0262";"1014800";"2020JJ00";"     380"
"5672";"GM0262";"1014800";"2021JJ00";"     397"
"5673";"GM0262";"1014800";"2022JJ00";"     432"
"5674";"GM0262";"1014800";"2023JJ00";"     532"
"5675";"GM0262";"1014800";"2024JJ00";"       ."
"5676";"GM0262";"A047047";"2019JJ00";"     160"
"5677";"GM0262";"A047047";"2020JJ00";"     169"
"5678";"GM0262";"A047047";"2021JJ00";"     175"
"5679";"GM0262";"A047047";"2022JJ00";"     194"
"5680";"GM0262";"A047047";"2023JJ00";"     244"
"5681";"GM0262";"A047047";"2024JJ00";"       ."
"5682";"GM0262";"A047048";"2019JJ00";"     249"
"5683";"GM0262";"A047048";"2020JJ00";"     256"
"5684";"GM0262";"A047048";"2021JJ00";"     267"
"5685";"GM0262";"A047048";"2022JJ00";"     277"
"5686";"GM0262";"A047048";"2023JJ00";"     318"
"5687";"GM0262";"A047048";"2024JJ00";"       ."
"5688";"GM0809";"T001132";"2019JJ00";"     256"
"5689";"GM0809";"T001132";"2020JJ00";"     271"
"5690";"GM0809";"T001132";"2021JJ00";"     287"
"5691";"GM0809";"T001132";"2022JJ00";"     312"
"5692";"GM0809";"T001132";"2023JJ00";"     365"
"5693";"GM0809";"T001132";"2024JJ00";"     384"
"5694";"GM0809";"1014800";"2019JJ00";"     296"
"5695";"GM0809";"1014800";"2020JJ00";"     312"
"5696";"GM0809";"1014800";"2021JJ00";"     331"
"5697";"GM0809";"1014800";"2022JJ00";"     360"
"5698";"GM0809";"1014800";"2023JJ00";"     421"
"5699";"GM0809";"1014800";"2024JJ00";"       ."
"5700";"GM0809";"A047047";"2019JJ00";"     168"
"5701";"GM0809";"A047047";"2020JJ00";"     178"
"5702";"GM0809";"A047047";"2021JJ00";"     188"
"5703";"GM0809";"A047047";"2022JJ00";"     203"
"5704";"GM0809";"A047047";"2023JJ00";"     234"
"5705";"GM0809";"A047047";"2024JJ00";"       ."
"5706";"GM0809";"A047048";"2019JJ00";"     220"
"5707";"GM0809";"A047048";"2020JJ00";"     230"
"5708";"GM0809";"A047048";"2021JJ00";"     244"
"5709";"GM0809";"A047048";"2022JJ00";"     261"
"5710";"GM0809";"A047048";"2023JJ00";"     302"
"5711";"GM0809";"A047048";"2024JJ00";"       ."
"5712";"GM0331";"T001132";"2019JJ00";"     294"
"5713";"GM0331";"T001132";"2020JJ00";"     313"
"5714";"GM0331";"T001132";"2021JJ00";"     347"
"5715";"GM0331";"T001132";"2022JJ00";"     383"
"5716";"GM0331";"T001132";"2023JJ00";"     444"
"5717";"GM0331";"T001132";"2024JJ00";"     452"
"5718";"GM0331";"1014800";"2019JJ00";"     322"
"5719";"GM0331";"1014800";"2020JJ00";"     343"
"5720";"GM0331";"1014800";"2021JJ00";"     383"
"5721";"GM0331";"1014800";"2022JJ00";"     424"
"5722";"GM0331";"1014800";"2023JJ00";"     492"
"5723";"GM0331";"1014800";"2024JJ00";"       ."
"5724";"GM0331";"A047047";"2019JJ00";"     181"
"5725";"GM0331";"A047047";"2020JJ00";"     195"
"5726";"GM0331";"A047047";"2021JJ00";"     213"
"5727";"GM0331";"A047047";"2022JJ00";"     232"
"5728";"GM0331";"A047047";"2023JJ00";"     269"
"5729";"GM0331";"A047047";"2024JJ00";"       ."
"5730";"GM0331";"A047048";"2019JJ00";"     273"
"5731";"GM0331";"A047048";"2020JJ00";"     279"
"5732";"GM0331";"A047048";"2021JJ00";"     309"
"5733";"GM0331";"A047048";"2022JJ00";"     329"
"5734";"GM0331";"A047048";"2023JJ00";"     369"
"5735";"GM0331";"A047048";"2024JJ00";"       ."
"5736";"GM0024";"T001132";"2019JJ00";"     161"
"5737";"GM0024";"T001132";"2020JJ00";"     175"
"5738";"GM0024";"T001132";"2021JJ00";""
"5739";"GM0024";"T001132";"2022JJ00";""
"5740";"GM0024";"T001132";"2023JJ00";""
"5741";"GM0024";"T001132";"2024JJ00";""
"5742";"GM0024";"1014800";"2019JJ00";"     192"
"5743";"GM0024";"1014800";"2020JJ00";"     209"
"5744";"GM0024";"1014800";"2021JJ00";""
"5745";"GM0024";"1014800";"2022JJ00";""
"5746";"GM0024";"1014800";"2023JJ00";""
"5747";"GM0024";"1014800";"2024JJ00";""
"5748";"GM0024";"A047047";"2019JJ00";"      93"
"5749";"GM0024";"A047047";"2020JJ00";"      97"
"5750";"GM0024";"A047047";"2021JJ00";""
"5751";"GM0024";"A047047";"2022JJ00";""
"5752";"GM0024";"A047047";"2023JJ00";""
"5753";"GM0024";"A047047";"2024JJ00";""
"5754";"GM0024";"A047048";"2019JJ00";"     155"
"5755";"GM0024";"A047048";"2020JJ00";"     170"
"5756";"GM0024";"A047048";"2021JJ00";""
"5757";"GM0024";"A047048";"2022JJ00";""
"5758";"GM0024";"A047048";"2023JJ00";""
"5759";"GM0024";"A047048";"2024JJ00";""
"5760";"GM0168";"T001132";"2019JJ00";"     234"
"5761";"GM0168";"T001132";"2020JJ00";"     249"
"5762";"GM0168";"T001132";"2021JJ00";"     267"
"5763";"GM0168";"T001132";"2022JJ00";"     296"
"5764";"GM0168";"T001132";"2023JJ00";"     353"
"5765";"GM0168";"T001132";"2024JJ00";"     368"
"5766";"GM0168";"1014800";"2019JJ00";"     264"
"5767";"GM0168";"1014800";"2020JJ00";"     282"
"5768";"GM0168";"1014800";"2021JJ00";"     302"
"5769";"GM0168";"1014800";"2022JJ00";"     335"
"5770";"GM0168";"1014800";"2023JJ00";"     399"
"5771";"GM0168";"1014800";"2024JJ00";"       ."
"5772";"GM0168";"A047047";"2019JJ00";"     137"
"5773";"GM0168";"A047047";"2020JJ00";"     144"
"5774";"GM0168";"A047047";"2021JJ00";"     153"
"5775";"GM0168";"A047047";"2022JJ00";"     173"
"5776";"GM0168";"A047047";"2023JJ00";"     211"
"5777";"GM0168";"A047047";"2024JJ00";"       ."
"5778";"GM0168";"A047048";"2019JJ00";"     222"
"5779";"GM0168";"A047048";"2020JJ00";"     232"
"5780";"GM0168";"A047048";"2021JJ00";"     249"
"5781";"GM0168";"A047048";"2022JJ00";"     263"
"5782";"GM0168";"A047048";"2023JJ00";"     299"
"5783";"GM0168";"A047048";"2024JJ00";"       ."
"5784";"GM0263";"T001132";"2019JJ00";"     283"
"5785";"GM0263";"T001132";"2020JJ00";"     299"
"5786";"GM0263";"T001132";"2021JJ00";"     318"
"5787";"GM0263";"T001132";"2022JJ00";"     349"
"5788";"GM0263";"T001132";"2023JJ00";"     406"
"5789";"GM0263";"T001132";"2024JJ00";"     422"
"5790";"GM0263";"1014800";"2019JJ00";"     318"
"5791";"GM0263";"1014800";"2020JJ00";"     335"
"5792";"GM0263";"1014800";"2021JJ00";"     354"
"5793";"GM0263";"1014800";"2022JJ00";"     389"
"5794";"GM0263";"1014800";"2023JJ00";"     452"
"5795";"GM0263";"1014800";"2024JJ00";"       ."
"5796";"GM0263";"A047047";"2019JJ00";"     164"
